,text,intent,length
9296,how do it go please do not give up,Hope_speech,9.0
9308,guuyss chill out itas just joke in the community,Non_hope_speech,9.0
4370,what if you think you be not smart enough,Non_hope_speech,9.0
2675,do that excuse europeans worship slave trader as hero,Non_hope_speech,9.0
4358,corgi just stay in bed do the world favour,Non_hope_speech,9.0
2,it be not that all life do not matter,Non_hope_speech,9.0
4359,chan no i be not make it about me,Non_hope_speech,9.0
3894,agree idiotic behaviour like this will only fuel racism,Non_hope_speech,9.0
2314,we can not yet express this as mathematical function,Non_hope_speech,9.0
791,the great tech company in the world hire feminist,Non_hope_speech,9.0
2309,all live matter there i say it boo me,Non_hope_speech,9.0
5716,jzizzle iam christian and my family love all people,Hope_speech,9.0
789,literally same accept i be still lonely lesbian lol,Non_hope_speech,9.0
6731,the way you pronounce lewandowski give me cancer levandovskee,Non_hope_speech,9.0
2669,can not breathni can not read george floyd autopsy,Non_hope_speech,9.0
8432,no it isntnno it isntnthis guy be the shiz,Non_hope_speech,9.0
8,there be lot of samoans in my army unit,Non_hope_speech,9.0
2930,ana alicia de paz noriega personally she seem bi,Non_hope_speech,9.0
3872,umm homosexuality be honestly not ok like at all,Non_hope_speech,9.0
2938,jones okay yeah cause you totally follow it completely,Non_hope_speech,9.0
6092,the marxist do not care they hate our past,Non_hope_speech,9.0
5974,police be not racist towards black change my mind,Non_hope_speech,9.0
9294,they probably can not get job due to racism,Non_hope_speech,9.0
6864,you believe in defend the police you be communist,Non_hope_speech,9.0
3916,andrew fowler back to the fu no the past,Non_hope_speech,9.0
6080,be way more than anyone expect it to be,Non_hope_speech,9.0
4396,martin luther king jr fail to inspire our generation,Non_hope_speech,9.0
6865,it be sad this stupidity spread around the globe,Non_hope_speech,9.0
6079,ablack live mattera doesnat mean no other life matter,Non_hope_speech,9.0
758,give me vote be what they be actually say,Non_hope_speech,9.0
8465,then would be just uh pure mean haha lmao,Non_hope_speech,9.0
865,you be of those lunatic speak in this video,Non_hope_speech,9.0
59,i beg they just put it straight back up,Non_hope_speech,9.0
6871,i know right it be call agenda my friend,Non_hope_speech,9.0
60,agree it be straight up abuse in all format,Non_hope_speech,9.0
8337,the united states stand against torture on foreign soil,Non_hope_speech,9.0
2196,yes they do not mean word they be say,Non_hope_speech,9.0
8467,take you ass to the hood and get rob,Non_hope_speech,9.0
6682,why be copy comment more popular than the original,Non_hope_speech,9.0
4922,thank you for all youve done for our community,Hope_speech,9.0
762,this will fuel racismnna if it be their fault,Non_hope_speech,9.0
2236,black live matter be racist slogan george floyd criminal,Non_hope_speech,9.0
4352,it could have be boy girl or girl boy,Non_hope_speech,9.0
4348,aa my choice be to lovea and live life,Hope_speech,9.0
6819,list of grievance that do not exist well say,Non_hope_speech,9.0
4916,now let us replace that slave driver statue with,Non_hope_speech,9.0
772,that much surgery to her face hardly recognise her,Non_hope_speech,9.0
6693,for age i think blm be type of sandwich,Non_hope_speech,9.0
4917,black life only matter on election year remember that,Non_hope_speech,9.0
2333,christian be to catholic like catholic be to pagan,Non_hope_speech,9.0
2215,melly that because its there future more than ours,Non_hope_speech,9.0
3173,hillary clinton lose to donald trump of all people,Non_hope_speech,9.0
763,do not all life matter include black people tho,Non_hope_speech,9.0
2211,blm radical kill police officer in dallas last night,Non_hope_speech,9.0
4863,everyone life can not matter till black live matter,Non_hope_speech,9.0
2828,all live matter nhow can this even be question,Non_hope_speech,9.0
9187,i have be think of this for long time,Non_hope_speech,9.0
7010,move you say tran like it be an insult,Non_hope_speech,9.0
4681,timothy terrell nwhat do you just try to say,Non_hope_speech,9.0
3243,scott be you do we all know this now,Non_hope_speech,9.0
7134,bailey we can cause its our to joke about,Non_hope_speech,9.0
6618,soo well speak officer thank you for your service,Non_hope_speech,9.0
6617,that be not at all how human evolution happen,Non_hope_speech,9.0
2038,they remember that be why they take it down,Non_hope_speech,9.0
3263,prayer and faith be the only thing that work,Non_hope_speech,9.0
8196,thank you so much sis i feel better now,Hope_speech,9.0
5947,gaming nuclear weapon keep global peace in perverse way,Non_hope_speech,9.0
2643,ok what first the dem pull the fbi scandal,Non_hope_speech,9.0
8546,all live matter to say any different be racist,Non_hope_speech,9.0
707,because people who be pro choice believe it be,Non_hope_speech,9.0
692,she do say something about fear for her life,Non_hope_speech,9.0
3300,what they be say be black live matter more,Non_hope_speech,9.0
5791,to remind us of the past good and bad,Non_hope_speech,9.0
8243,alan hunt say the guy who canat spell amazing,Non_hope_speech,9.0
7041,inspire talk i be glad i find this video,Hope_speech,9.0
4823,you be the come off as trigger fyi floris,Non_hope_speech,9.0
4449,i be bi deal with it you donat understand,Non_hope_speech,9.0
5576,blm too your life matter to me iam white,Non_hope_speech,9.0
139,shameful behaviour the police should have act oh wait,Non_hope_speech,9.0
3306,they label him racist although he be war hero,Non_hope_speech,9.0
8236,paul because it would prove their point if white,Non_hope_speech,9.0
5005,bob the buster labels be equally painful and wonderful,Non_hope_speech,9.0
5787,these kid be so smart omg this be powerful,Non_hope_speech,9.0
3798,marissa mayer about to be kick out of yahoo,Non_hope_speech,9.0
3971,what think the west classify asians as yellow huh,Non_hope_speech,9.0
8195,can not stand bernie or his half add accent,Non_hope_speech,9.0
4996,derek chauvin do nothing wrong floyd be resist arrest,Non_hope_speech,9.0
7112,woman do not have physical problem but you may,Non_hope_speech,9.0
167,i hope satan come to earth to kill everyone,Non_hope_speech,9.0
995,who be in the butt pick of the day,Non_hope_speech,9.0
4995,whatnthey do not call for violence against white people,Non_hope_speech,9.0
4282,every life do matter boo all you like fool,Non_hope_speech,9.0
9149,that sherrifs read teleprompter for sure that fact scary,Non_hope_speech,9.0
3799,this be trigger warning hilary clinton article are imminent,Non_hope_speech,9.0
2366,the video be private can not watch your link,Non_hope_speech,9.0
6129,i wonder how many covid case there be now,Non_hope_speech,9.0
5557,the pointed star look like wild west sheriff badge,Non_hope_speech,9.0
2924,theherpes and you be part of that loser generation,Non_hope_speech,9.0
8543,if they want divide then keep destroy the history,Non_hope_speech,9.0
160,jason so who do you think the democrats be,Non_hope_speech,9.0
6629,i like this sheriff we need more of them,Non_hope_speech,9.0
8218,do it through election and vote not militia style,Non_hope_speech,9.0
4990,i think trump be president when they be take,Non_hope_speech,9.0
6315,all live matter only group of people life matter,Non_hope_speech,9.0
4456,good keep that mentality and do not be victim,Hope_speech,9.0
7034,these kid for most of them be very accepting,Non_hope_speech,9.0
3801,sad that annie be homophobic because she be hot,Non_hope_speech,9.0
2812,hahahaha i cuff my jean be at birthday party,Non_hope_speech,9.0
1969,just because you get short hair mean your lesbian,Non_hope_speech,9.0
3319,no more police brutality the bush doctor peter toshn,Non_hope_speech,9.0
3244,he be like the old version of ricky dillon,Non_hope_speech,9.0
129,davisnmy book i have several what do you mean,Non_hope_speech,9.0
2066,no be well than anyone else we be equal,Hope_speech,9.0
5006,jane geary so you assume no actually like engineering,Non_hope_speech,9.0
2389,well i be sure you havnt grow up yet,Non_hope_speech,9.0
5772,people try to criticize this by say hong kong,Non_hope_speech,9.0
5534,why do not you want to become coal miner,Non_hope_speech,9.0
4301,if you need this to make you work harder,Non_hope_speech,9.0
2352,tj you have become conservative but i love you,Non_hope_speech,9.0
721,the democrat only use black life matter for politic,Non_hope_speech,9.0
4794,so how you look like affect your sexuality now,Non_hope_speech,9.0
8411,jack roo human assume thing about the world every day,Non_hope_speech,10.0
3669,thronin i can not tell if you be act stupid,Non_hope_speech,10.0
17477,apple cider vinegar i bet any doctor will tell us,Non_hope_speech,10.0
8363,well love be just letter word for most people today,Non_hope_speech,10.0
1286,if you believe all life matter then black life matter,Non_hope_speech,10.0
17190,she make me live my life and also embrace it,Hope_speech,10.0
21321,do not solve racism but remove solid symbol of it,Non_hope_speech,10.0
20830,black people get to live for year that be amazing,Non_hope_speech,10.0
10617,gross i will keep it bland thank you very much,Non_hope_speech,10.0
4884,i hope some of them die when it fall down,Non_hope_speech,10.0
13511,my cousin be pansexual pan sexual itas joke we have,Non_hope_speech,10.0
10686,why be it that news people be the most ignorant,Non_hope_speech,10.0
11024,actually none of our life matter this be hegelian dialectic,Non_hope_speech,10.0
6336,that be say for the fall of romennobody give shit,Non_hope_speech,10.0
20914,that nonsense nobody look at it and think how glorious,Non_hope_speech,10.0
20912,misterheroman black live only matter when it fit their narrative,Non_hope_speech,10.0
15723,the white people get involve just try to point score,Non_hope_speech,10.0
5196,and black life do not matter before the blm movement,Non_hope_speech,10.0
8192,the most obvious question people should ask about conversion therapy,Non_hope_speech,10.0
15722,more i be pansexual as well i be trans ftm,Non_hope_speech,10.0
8368,hopefully these people can not breathe when they contract covid,Non_hope_speech,10.0
8361,love your guest they donat scream blm the demonstrate it,Non_hope_speech,10.0
15572,statue do not takeaway from him be book and scripture,Hope_speech,10.0
3781,make sense because all live matter will be include animal,Non_hope_speech,10.0
20924,because msnbc would not have any bloody news to corrupt,Non_hope_speech,10.0
2564,this be why the left must never get into power,Non_hope_speech,10.0
3753,just another guy thatas angry because black people be protest,Non_hope_speech,10.0
2658,how do you know your request be grant vip package,Non_hope_speech,10.0
3619,obama be the bad thing ever to the black community,Non_hope_speech,10.0
7910,i will love you forever madonna she seem more peaceful,Non_hope_speech,10.0
2618,athat would just be like pure meananiam sorry lose it,Non_hope_speech,10.0
10712,mulongeni she redefine be ladylike i do not think so,Non_hope_speech,10.0
10711,apart from the abolition of slavery obviously that be important,Non_hope_speech,10.0
15388,maynor cabrera only year old grandmother or grandfather say that,Non_hope_speech,10.0
7798,as someone who be force to be homophobic around family,Non_hope_speech,10.0
8132,walker not if their religion do not respect lgbtq people,Non_hope_speech,10.0
3855,topple symbol of bigotry and authoritarianism be very democratic think,Non_hope_speech,10.0
2954,i like black vs white better black need to go,Non_hope_speech,10.0
10971,the sheriff be on the ground experience i believe him,Non_hope_speech,10.0
15765,hell yeah i wish they do an hour show together,Non_hope_speech,10.0
7891,the sheriff be the only that take this question seriously,Non_hope_speech,10.0
20815,isucc very hypocritical and have double standard not good look,Non_hope_speech,10.0
3754,i be less than accord to my dna test too,Non_hope_speech,10.0
15718,because only the life of fascist matter and corporate officer,Non_hope_speech,10.0
1060,durzo yea yea i identify as wheelchair so iam offend,Non_hope_speech,10.0
11360,will nutsnthere good people and bad people all life matter,Hope_speech,10.0
1275,this represent the collapse of the power of evil america,Non_hope_speech,10.0
11502,you get the good of both world pretty and smart,Non_hope_speech,10.0
21258,freek i be kind of confused by what you mean,Non_hope_speech,10.0
3633,jules be so mature he get me cryin over here,Non_hope_speech,10.0
20930,we need the short hair girla solo interview with him,Non_hope_speech,10.0
11370,leave her alone she be child and you be disgusting,Non_hope_speech,10.0
20925,the sheriff and larry be awesome juan be demokkrat puppet,Non_hope_speech,10.0
6402,huynh so you be say that if house be burn,Non_hope_speech,10.0
21320,you do not vote for someone base on their race,Non_hope_speech,10.0
17485,blacklivesmatter do not mean that other life do not therefore,Non_hope_speech,10.0
18963,peacefully lol here we have an example of cherry picking,Non_hope_speech,10.0
10683,there always sing that make fear never forget that boy,Non_hope_speech,10.0
3884,nan molla but like you say it be the majority,Non_hope_speech,10.0
10989,zack thayer i havenat see it once in the comment,Non_hope_speech,10.0
5173,feminist defend islam seem to have become fairly common instance,Non_hope_speech,10.0
15759,david clarke be beast he must be in the marines,Non_hope_speech,10.0
10633,my cousin be pansexual pan sexual itas joke we have,Non_hope_speech,10.0
19130,walker i be bi and my gaydar be rarely wrong,Non_hope_speech,10.0
822,bbc censored alm because there be other race get mistreat,Non_hope_speech,10.0
7821,i put really funny name here whatt now feel insecure,Non_hope_speech,10.0
7811,if your good at something never do it for free,Non_hope_speech,10.0
20854,lay off with the face filler you look like monster,Non_hope_speech,10.0
6421,henderson nand that be the confession get of the internet,Non_hope_speech,10.0
17509,anonymous guy nope i be youth leader at my church,Non_hope_speech,10.0
17510,how be it that this disgusting monument survive so long,Non_hope_speech,10.0
17518,i feel sorry for people who still donat aunderstanda homosexuality,Non_hope_speech,10.0
15755,the globalist be sit back watch you argue on tv,Non_hope_speech,10.0
10953,rob he isnat though everything hea say be absolute bullshit,Non_hope_speech,10.0
17521,wow these meeting be become even more specific every time,Non_hope_speech,10.0
3867,watch small protest of only about people in boyle heights,Non_hope_speech,10.0
14156,somewhere along the line dems be fund these goalless protest,Non_hope_speech,10.0
15738,that sherriff be very intelligent he make lot of sense,Non_hope_speech,10.0
13688,hey guy i fix it black life matter too hehehe,Non_hope_speech,10.0
11471,oh bernie can play the black race so very well,Non_hope_speech,10.0
19023,sunshine littlephilly nthen god be just as bad as satan,Non_hope_speech,10.0
11002,the great big story be there be no big story,Non_hope_speech,10.0
3878,dupont ever read the constitution everyone have freedom of speech,Non_hope_speech,10.0
17313,do video on your view about the alton sterling shooting,Non_hope_speech,10.0
15569,rivas what about the native american do not they matter,Non_hope_speech,10.0
10647,love that lil man with grey thoughtful and so wisedss,Hope_speech,10.0
5016,my choice be to love that be so fucking cute,Non_hope_speech,10.0
8407,all black should return to africa before they get hurt,Non_hope_speech,10.0
14194,all life matter be not response to black life matter,Non_hope_speech,10.0
7829,so now itas racist to say all live matter hmm,Non_hope_speech,10.0
1332,yo actually stop demonize christians we donat hate lgbtq ppl,Hope_speech,10.0
15556,wagnon that be so hateful why be you so angry,Non_hope_speech,10.0
7855,weldon guy clean up this country from those criminal statue,Non_hope_speech,10.0
17303,i agree it be rare to see her so emotional,Non_hope_speech,10.0
2560,the world be end soon so what be this for,Non_hope_speech,10.0
8181,how be it legal to send people to conversion therapy,Non_hope_speech,10.0
20885,why be trayvon name on here he be not murder,Non_hope_speech,10.0
11420,the democrat and the left be really kill black people,Non_hope_speech,10.0
11483,quck scp yea yk like the sarcasm i be use,Non_hope_speech,10.0
2556,because large group of black family be inherently racist sadly,Non_hope_speech,10.0
5168,if blm have hide too ie black live matter too,Non_hope_speech,10.0
8379,do not give those clown the right to criminal act,Non_hope_speech,10.0
807,hunsaker abort per day just in us do they matter,Non_hope_speech,10.0
19030,i remember tj say that woman butts be generally well,Non_hope_speech,10.0
13493,black kid be kill in chicago i guess those bldm,Non_hope_speech,10.0
833,sunshine littlephilly honey but i think god love everyone equally,Non_hope_speech,10.0
20870,i have add my school homework tribute to you tube,Non_hope_speech,10.0
21580,wish her new song be as good as her speech,Non_hope_speech,10.0
15591,this be total affront to the true native of britain,Non_hope_speech,10.0
3859,of course not that would not fit the left agenda,Non_hope_speech,10.0
11441,and blm wonder why they be not take seriously lmao,Non_hope_speech,10.0
11442,cuff jean girl will be read these comment and sweating,Non_hope_speech,10.0
8409,pagan warrior its millennial millie on youtube definitely worth watch,Non_hope_speech,10.0
1314,she deserve all prop because virtually no other entertainer include,Non_hope_speech,10.0
7834,bill clinton be just an advocate for his own power,Non_hope_speech,10.0
20862,these young people be very enlighten and so very compassionate,Hope_speech,10.0
21294,it be more catholic logic christians mostly blindly follow god,Non_hope_speech,10.0
17185,eric sanchez sane itas weird way to put it lol,Non_hope_speech,10.0
21589,all bunch off freak get over it and move on,Non_hope_speech,10.0
19018,try to hold back tear be hard watch this acab,Non_hope_speech,10.0
17184,they be not get my copy of mein kampf lol,Non_hope_speech,10.0
7914,i be black but do not endorse rioting or looting,Non_hope_speech,10.0
7930,i guess white life do not matter by these people,Non_hope_speech,10.0
21348,so then you then you deny racism that be ok,Non_hope_speech,10.0
21088,thatas honestly horrible how she describe the bible as abooka,Non_hope_speech,10.0
6297,i would have love to see her bit more enthusiastic,Non_hope_speech,10.0
17257,he be officer that know what he be talk about,Non_hope_speech,10.0
8274,do not really understand what that mean it be taught,Non_hope_speech,10.0
17417,typical gaslighting notice there be no discussion about police brutality,Non_hope_speech,10.0
17228,we should not even have to discuss this at all,Non_hope_speech,10.0
1120,jimmy pop sheas not evil half the time youare right,Non_hope_speech,10.0
11218,because some people on tumblr decide to say something stupid,Non_hope_speech,10.0
5095,i be native american black people get pull over more,Non_hope_speech,10.0
11125,can anyone help me figure out where the image at,Non_hope_speech,10.0
8270,so your choose the white supremacy side someone tell you,Non_hope_speech,10.0
8015,great thing for them take down the slave trader statue,Non_hope_speech,10.0
21093,where do they get these kid they be so thoughtful,Hope_speech,10.0
21459,nails be you serious what do racism mean to you,Non_hope_speech,10.0
10817,the comment below be waayy off topic and archaic geez,Non_hope_speech,10.0
3116,she deserve all prop because virtually no other entertainer include,Non_hope_speech,10.0
15448,jesus settle which live matter year ago all live matter,Non_hope_speech,10.0
10864,jah rastafari you do not need positivity to do that,Non_hope_speech,10.0
11238,sobieski nevery polish joke in america be about their stupidity,Non_hope_speech,10.0
21388,smith and malcom lmk everyone follow just safe ass narrative,Non_hope_speech,10.0
1104,my brother be bi and i support him very much,Hope_speech,10.0
21396,choke on bag of spoiled clit please and thank you,Non_hope_speech,10.0
21079,the girl that do not like homosexuality uh huh sure,Non_hope_speech,10.0
17220,i love larry elder his radio show be the good,Non_hope_speech,10.0
2957,and the many white life but no remember many more,Non_hope_speech,10.0
18993,sheriff david clarke listen to him great comment smart man,Non_hope_speech,10.0
11230,imagine someone beat your dog roughly and you be sayin,Non_hope_speech,10.0
21187,to answer the question not all life matter to blm,Non_hope_speech,10.0
21085,the thing be nobody really say white life donat matter,Non_hope_speech,10.0
11228,taylor i do not say you be attack me lmao,Non_hope_speech,10.0
17379,ainat nothing wrong with girl not want to be engineer,Non_hope_speech,10.0
19060,to all the lgbtq people out there i love you,Non_hope_speech,10.0
8088,live in my mom basement maybe i be over generalize,Non_hope_speech,10.0
1188,iam so sorry you be force to go through that,Non_hope_speech,10.0
15493,republicans or democrats do not care about african american life,Non_hope_speech,10.0
1124,blm divide the community and make the whole situation worse,Non_hope_speech,10.0
6367,and you can be white and get mug in harlem,Non_hope_speech,10.0
17400,matthew verjan christ die for the sin of israel only,Non_hope_speech,10.0
11175,if you care about kid you would not support abortion,Non_hope_speech,10.0
15657,the phrase all live matter be racist first of all,Non_hope_speech,10.0
21137,all live matter trump for president leta keep america great,Non_hope_speech,10.0
11172,kuba hashemian if i commit crime and go to jail,Non_hope_speech,10.0
21130,she have be around for close to year keep wait,Non_hope_speech,10.0
8052,society say do not assume but they assume to anyways,Non_hope_speech,10.0
3811,so of people donat matter but of people do matter,Non_hope_speech,10.0
5919,i glad the cop can not attend pride any more,Non_hope_speech,10.0
1153,this be like group of th grader argue about fortnite,Non_hope_speech,10.0
1147,i hear hitler use to be quite the artist too,Non_hope_speech,10.0
4965,she tote doesnat look straight what be this onison wifehusband,Non_hope_speech,10.0
8047,amy choice be to loveanthis boini will protecc this boi,Non_hope_speech,10.0
5918,when you categorize you create problem that be the problem,Non_hope_speech,10.0
13579,change mean there be go to be battle love er,Non_hope_speech,10.0
2650,get them out of the country they be destroy history,Non_hope_speech,10.0
14181,just say it dem black vote matter every law abiding,Non_hope_speech,10.0
17411,no live matter you fool be all in hell idiot,Non_hope_speech,10.0
18483,not really no woman in politic be important as well,Hope_speech,10.0
1165,rgwrw thatas good iam glad your not racist just say,Non_hope_speech,10.0
6301,why be people more mad at this than herd immunity,Non_hope_speech,10.0
21451,same i be roman catholic and i be bisexual too,Hope_speech,10.0
11191,annie we all know you want to come out too,Non_hope_speech,10.0
21428,their discussion be as relevant today as it be then,Non_hope_speech,10.0
3807,this break my heart as christians we should love everyone,Non_hope_speech,10.0
21155,i get the feeling that they never like each other,Non_hope_speech,10.0
10859,she will be forever and ever my everything and more,Non_hope_speech,10.0
8249,look at all of them lie just to get vote,Non_hope_speech,10.0
19064,she look fantastic and the elizabeth emanuel jacket be beyond,Non_hope_speech,10.0
21439,dontaskidk uwu thatas fine you be allow your own opinion,Non_hope_speech,10.0
15481,i do not understand how vox article be well research,Non_hope_speech,10.0
21158,man experience lot of these too when woman experience them,Non_hope_speech,10.0
17270,sis you better change your name cus anonymous would never,Non_hope_speech,10.0
18532,there be too many edgy people in this comment section,Non_hope_speech,10.0
908,corpus that be good still along way to go though,Hope_speech,10.0
11311,look at what the kk cop do to natasha mckenna,Non_hope_speech,10.0
2570,i will love you forever madonna she seem more peaceful,Non_hope_speech,10.0
2987,all human life matter nfrom the small to the big,Non_hope_speech,10.0
15604,last year we hade police that express the situation here,Non_hope_speech,10.0
15708,if this do not redpill normie on race nothing will,Non_hope_speech,10.0
7952,riviera could not have say it better lot of asians,Non_hope_speech,10.0
5121,predominantly white people aggressively demand to reopen the economynpolice order,Non_hope_speech,10.0
14236,the only making sense be the sheriff love that guy,Non_hope_speech,10.0
993,they have be fool into thinking they be be persecute,Non_hope_speech,10.0
17289,if you have the right to say black life matter,Non_hope_speech,10.0
15419,hope for what we already have right we arenat victim,Non_hope_speech,10.0
11292,god love every body no matter what race you be,Non_hope_speech,10.0
14235,lmao fabricate illness in the face of economic collapse sheep,Non_hope_speech,10.0
4930,it would be wonderful if blacklivesmatter do protest in fremont,Non_hope_speech,10.0
7961,because religion which have no basis cause harm to people,Non_hope_speech,10.0
8330,these kid be too young to be discuss this topic,Non_hope_speech,10.0
13527,do the lesbian just say she doesnat agree with homosexuality,Non_hope_speech,10.0
864,the toronto police be really bad look up officer bubbles,Non_hope_speech,10.0
10714,my parent do way better under trump administration than obamas,Non_hope_speech,10.0
856,wtf i be take the pill i hate be hate,Non_hope_speech,10.0
17470,her way of say she outlive prince and michael jackson,Non_hope_speech,10.0
21354,only complete moron can try to explain why be blm,Non_hope_speech,10.0
15524,dave rees yea but whoas more likely to get beat,Non_hope_speech,10.0
7917,god give us choice my choice be to love dy,Hope_speech,10.0
1234,only white people care that their precious statue be remove,Non_hope_speech,10.0
17353,samantha aliprandi if itas not book then what be it,Non_hope_speech,10.0
15600,they tie his leg like hea go to run away,Non_hope_speech,10.0
2611,sure i wish i play with lego as young child,Hope_speech,10.0
10721,you be racist if you do not hate white race,Non_hope_speech,10.0
7924,how about the entire republican debate let us start there,Non_hope_speech,10.0
860,can not wait for karl marx to come down next,Non_hope_speech,10.0
17245,sherrif david clark i have never hear it put better,Non_hope_speech,10.0
20973,pic of those involve in this vandalism be be spread,Non_hope_speech,10.0
10754,why be it controversial to say that i be white,Non_hope_speech,10.0
1205,when i be become aware of my sexuality in the,Non_hope_speech,10.0
6379,benjamin andres not fight bro i just follow the gospel,Non_hope_speech,10.0
8303,all live matter not stop be racist in this country,Hope_speech,10.0
21476,she be nothing engineering she do product design not engineering,Non_hope_speech,10.0
7992,actually there have be scientific proof that god be real,Non_hope_speech,10.0
13591,these kid be very mature except for that lil lesbian,Non_hope_speech,10.0
10891,controversy around alm or blm be because first be inclusive,Non_hope_speech,10.0
11249,american royalty thank madge for always look out for us,Non_hope_speech,10.0
2606,al jolson be great american entertainer whatever happen to him,Non_hope_speech,10.0
1092,ciara madeupland ok but all life matter period point blank,Non_hope_speech,10.0
17371,wolfie nnnone of what i write be what i feel,Non_hope_speech,10.0
11091,black people hate white people and want to rule america,Non_hope_speech,10.0
10787,ben lynch but that sailor be just live his life,Non_hope_speech,10.0
19053,because unlike the communists isis we donat hide our past,Non_hope_speech,10.0
5953,she look fantastic and the elizabeth emanuel jacket be beyond,Non_hope_speech,10.0
15500,get off their knee mean lot more now then ever,Non_hope_speech,10.0
10786,thank god trump come back to save the black economy,Non_hope_speech,10.0
15687,gawd damn it sound like star trek ferrengi be saudis,Non_hope_speech,10.0
14175,no he be notnbut blm be affiliate with george soros,Non_hope_speech,10.0
2642,i love the kid who love doctor who me too,Non_hope_speech,10.0
5046,what right do we have now that they do not,Non_hope_speech,10.0
6377,this poor bb lesbian shea go to suffer so much,Non_hope_speech,10.0
1198,do not worry about sweet pea sweet pea be troll,Non_hope_speech,10.0
19091,wanderer me there be strong lack of consideration and respect,Non_hope_speech,10.0
15431,regardless of the message this video be try to transmit,Non_hope_speech,10.0
4983,danielle nyou canat prove to me that there be god,Non_hope_speech,10.0
17431,world i be simply state to who ever say it,Non_hope_speech,10.0
21500,they try conversion therapy on cheryl it do not work,Non_hope_speech,10.0
5109,its obvious talking to you be like talk to wall,Non_hope_speech,10.0
11074,tell ya what my life matter and iall defend that,Non_hope_speech,10.0
21490,completely irrelvant to this topic and wrong in any case,Non_hope_speech,10.0
5047,this go to be part of the world historycongratulation guy,Non_hope_speech,10.0
1081,blm world dictatorship they carry out adolf hitler unfinished mission,Non_hope_speech,10.0
17429,ryan read the article if you really want the answer,Non_hope_speech,10.0
6293,molly cone but love someone isnat friendship as i say,Non_hope_speech,10.0
8199,top far they have even start welcome to the future,Non_hope_speech,10.0
11246,so if you guy think all life matter be offensive,Non_hope_speech,10.0
17664,lockhart no just do not have statue glorify the man,Non_hope_speech,10.0
11516,believe me there be everything about woman that be intimidate,Non_hope_speech,10.0
18035,worenwu nmaybe you should share your wisdom instead of brag,Non_hope_speech,10.0
14761,mcbride oppression be bad than death because oppression include many,Non_hope_speech,10.0
2359,jules be officially my favorite child in the whole world,Non_hope_speech,10.0
14767,ayy i be atheist and i be an asexual heteromantic,Non_hope_speech,10.0
5562,the carona virus never work as well as they hope,Non_hope_speech,10.0
5561,oh annie i pray you find peace the family yea,Non_hope_speech,10.0
2022,richard i would like what your on i couldnat tell,Non_hope_speech,10.0
19910,be i the only who think she create lego friends,Non_hope_speech,10.0
3280,strange how leftist blm be try to hide their past,Non_hope_speech,10.0
3282,the sheriff like everyone else be tired of the bs,Non_hope_speech,10.0
2010,even the dictionary definition suggest raid the status of woman,Non_hope_speech,10.0
19921,wait wait it be only for earth and even then,Non_hope_speech,10.0
12527,dicc thank you stranger on the internet with common sense,Non_hope_speech,10.0
3283,why have statue of slave trader in the first place,Non_hope_speech,10.0
7104,it should not be contraversial that be the entire point,Non_hope_speech,10.0
19927,rivas yeah because year old really deserve to be bully,Non_hope_speech,10.0
5553,ai donat believe in homosexuality say the obvious lesbian girl,Non_hope_speech,10.0
19932,god love all his child why be they so different,Non_hope_speech,10.0
7113,let see how annie be do in few year lol,Non_hope_speech,10.0
19933,blm too no doll ita honestly not mean to be,Non_hope_speech,10.0
12500,some people do not like to hear all life matter,Non_hope_speech,10.0
7119,lavin your exactly on point the majority be dumbe down,Non_hope_speech,10.0
3293,he be kill just like george floyd by white man,Non_hope_speech,10.0
19376,elemental soul there nothing wrong with say white life matter,Non_hope_speech,10.0
19374,she make me live my life and also embrace it,Hope_speech,10.0
12581,itas year all the moron come out of the woodwork,Non_hope_speech,10.0
14803,fluff ball ok calm down itas the youtube comment section,Non_hope_speech,10.0
12583,hope for what we already have right we arenat victim,Non_hope_speech,10.0
19391,i never understand how it impact child view to me,Non_hope_speech,10.0
2085,maybe she be and she be just deny it idk,Non_hope_speech,10.0
14708,dangus they sure seem to be fond of marxism thodss,Non_hope_speech,10.0
19801,thisguy jesus christ have always exist before mankind or time,Non_hope_speech,10.0
2084,black live matter be racist and it self evidently show,Non_hope_speech,10.0
14711,i be worried about phil lynotts statute in ireland not,Non_hope_speech,10.0
7001,police brutality this officer still an lapd copsviolent continue share,Non_hope_speech,10.0
18071,the last thing the sheriff say i drop my jaw,Non_hope_speech,10.0
5771,the british government pay slavery reparation to the slave owner,Non_hope_speech,10.0
13158,it be be the shield of racist marxists until now,Non_hope_speech,10.0
12650,would not that be third class just count your class,Non_hope_speech,10.0
18066,love the boy that be religious but respect lgbtq people,Hope_speech,10.0
19822,quck scp if they shut up why be still here,Non_hope_speech,10.0
3102,how be anything in this reflective interview try too hard,Non_hope_speech,10.0
19828,lavin your exactly on point the majority be dumbe down,Non_hope_speech,10.0
19402,rower you have point it appear to be true too,Non_hope_speech,10.0
2059,no they donat want the truth they be soros robot,Non_hope_speech,10.0
12621,i be catholic and i be subscribe to your channel,Non_hope_speech,10.0
14430,hugo donat know how to ask this without be weird,Non_hope_speech,10.0
19851,also corona be bad than you think isnat that obvious,Non_hope_speech,10.0
14732,why dafuq be you bother me you literally say nothing,Non_hope_speech,10.0
7038,because when have white life not matteredd thatas dumb af,Non_hope_speech,10.0
