,text,intent
6266,all live matter love thy neighbor,Hope_speech
6267,i have never see protest about group failure as whole this be strange they be celebrate their single household and the lack of devotion to each other satan have crush their soul,Non_hope_speech
6268,so uuh anyone anyone know who the butt of the day be,Non_hope_speech
6269,rebekah in the new testament people keep the sabbath which be saturday accord to the bible and i be pretty sure you be not seventh day adventist or jewish otherwise,Non_hope_speech
6270,beyonce be the great vocalist in the industry right now,Non_hope_speech
6271,when they refund the police i wonder who they go to call when they get rob,Non_hope_speech
6272,ngongo that lie,Non_hope_speech
6273,i miss the people of yesterday at least we be able to experience something that the kid today will never experience by comparison it be like whole different world i always think thing would get well i wouldave never imagine the world today,Non_hope_speech
6274,knife crime in every city in the uk if we be just throw out theory though mine be it must be that every city center have mcdonalds,Non_hope_speech
6275,denmark they have be here for year do it sound fair,Non_hope_speech
6276,the eu end the fourth reichnteacher fire for twerke on her vacationnhttp,Non_hope_speech
6277,big thumb up,Non_hope_speech
6278,ralphs nnwho have be oppress for year,Non_hope_speech
6279,fuck you stop fuck bitching,Non_hope_speech
6280,against sound fair,Non_hope_speech
6281,i be girl woman and an electrical engineer nwhen i be little girl i always want to have the lego stuff of my big brother and love to fight with selfe make weapon but my mother always want cute little girl which will get an artist or sth like this,Hope_speech
6282,okane it be issue but it do affect the right they have,Non_hope_speech
6283,thank you sheriff for your service you be always class act,Non_hope_speech
6284,i be christian and i do not know how someone who can claim to love jesus do these thing to person this be unjust and cruel we be tell to love everyone equally and i can not stand for this i be so sorry people actually have to go through this have wonderful day and stay strong you beautiful person do not let anyone tell you who you can and can not be,Hope_speech
6285,stand for brave nl stand for loyalna stand for awsomenc stand for courageous nk stand for kind nndont hate on people for the colour of their skin,Hope_speech
6286,the us and europe be not the world btw,Non_hope_speech
6287,give back michael his coat,Non_hope_speech
6288,i wish everyone could,Non_hope_speech
6289,plamen stoev and why be it that white dominate the country,Non_hope_speech
6290,that enough ava,Non_hope_speech
6291,only white people be racist that be rite if your of different race other than white you can not possibly be racist that not possible almost forgot fkn halarious,Non_hope_speech
6292,steven grow up,Non_hope_speech
6293,wilsoon well point out mate,Non_hope_speech
6294,the police enforce the law they do not take people life away the judge decide what happen the police only arrest the person and take him to custody if he resist they can use force but not to the point where they can kill him that be just plain murder,Non_hope_speech
6295,black people fight in the war as well,Non_hope_speech
6296,racistnr atherna nnoyingnc ommunistni nspiredns ilencingnt actic,Non_hope_speech
6297,sheriff be right its these gutless politician that be useless and scared of their own shadow stand up to and fight back against these nut cheer,Non_hope_speech
6298,titus oneil get fire up call for peace,Non_hope_speech
6299,medium egg people on by remind them of the statue in other city why else would they even mention it,Non_hope_speech
6300,po they be treat it that way manson would be happy in these day as they be push for his beloved race war,Non_hope_speech
6301,michael paysour theyare ask for reparation some of them anyway i mean payment for stuff that happen long before they be bear be just stupid,Non_hope_speech
6302,molly cone but love someone isnat friendship as i say,Non_hope_speech
6303,in the year there will be kid meet straight conversion therapy survivor,Non_hope_speech
6304,ikrnthatas what be think,Non_hope_speech
6305,she be beautiful remember her billboard speech from couple of year ago listen to the brutal,Non_hope_speech
6306,i would have love to see her bit more enthusiastic,Non_hope_speech
6307,rioter and animal,Non_hope_speech
6308,you be blissfully ignorant we want equal right we would appreciate it very much if police officer would not shoot us for no reason white people be not our enemy nor be police officer racist asshole be now stop call blm hate group,Non_hope_speech
6309,these arenat kid,Non_hope_speech
6310,why be people more mad at this than herd immunity,Non_hope_speech
6311,for all that need to copy and paste,Non_hope_speech
6312,quin really,Non_hope_speech
6313,yet you feel that woman life matter more you be fine with innocent man go to prison on just word,Non_hope_speech
6314,so inspire i swear the same problem be face in india too nguy always look down upon girl,Hope_speech
6315,i be guy and i from edinburgh i be study engineering drawing there be of us study year uni level guy girl we be the first at that level in our school for year next year there will be another people do this level guy girl,Hope_speech
6316,we black be proud we play our music to loud pump that bass,Non_hope_speech
6317,actually you go move there,Non_hope_speech
6318,cry through it,Non_hope_speech
6319,or the fact that slavery still exist in africanit must only be the bronze slave trader they be interested inntheyre go to show those statue thing or,Non_hope_speech
6320,bobbie lee lol no be say anyone must be lesbian just that the person in question obviously doesnat conform to the norm of her religion,Non_hope_speech
6321,placeholder have the value of i gather you know that already do you self identify with that in any way,Non_hope_speech
6322,super taco gaming that be the point the police obviously shouldnat have kill him it doesnat necessarily mean that he kill him because his race,Hope_speech
6323,what do white people have to do with what i say,Non_hope_speech
6324,all live matter only group of people life matter,Non_hope_speech
6325,please take all the blm protestor,Non_hope_speech
6326,milis sa seomra spraoi not racist just try to get rid of problematic people my girlfriend be all black,Non_hope_speech
6327,the suit tell who you be,Non_hope_speech
6328,lion apapaapaapapaapo how do you know that secondly,Non_hope_speech
6329,that would be uh just pure mean i love that kid awesome answer,Non_hope_speech
6330,if they be okay with statue of slave trader then they can ever drift right until they hit the wall,Non_hope_speech
6331,just like trump bible pr stunt that be politician for you,Non_hope_speech
6332,heya just want to point something out nthat apparently religious girl with the short hair who dislike homosexuality be lesbiannshe be freshman at evergreen and be openly lesbian nnhiho kids,Non_hope_speech
6333,when be the last time you have hear about white life token by black life nnexactly there have never be on the newsnpeople manipulate the fact nlike corona they only show death not recover,Non_hope_speech
6334,it be literally slave owner,Non_hope_speech
6335,she be old right,Non_hope_speech
6336,lion i mean other than statue of slaver in bristol city centre,Non_hope_speech
6337,banana nice cream republicunt trump supporter logic all live matter also republicunts he deserve to die he be thug fucking pathetic hypocrite,Non_hope_speech
6338,bros game mate do not wanna be mean or anything but,Non_hope_speech
6339,black live matter because without black people,Non_hope_speech
6340,conversion therapy should be illegal,Hope_speech
6341,some i be think the same thing i be like wth,Non_hope_speech
6342,proud conservative where be the all lives matter protest before black live matter you only start say that alm bullshit after blm start become popular it be not call only black live matter it be that black life matter too i be so confused at how that be difficult concept for you dumbasse to understand,Non_hope_speech
6343,these poor woman have to suffer with their figure salary while interact with white man these woman be literally among the most privileged people in the world go fuck yourself dislike unsubbed,Non_hope_speech
6344,then do not post it on the internet,Non_hope_speech
6345,that be say for the fall of romennobody give shit,Non_hope_speech
6346,mcfly i have hear that but be unable to find it in the police report so i do not mention it,Non_hope_speech
6347,yes statues must fall worldwide nhere,Non_hope_speech
6348,we get to start acknowledge the mass exportation of job to other country primarily asia and india,Non_hope_speech
6349,its honestly so so sad that most christians be like this these be the stereotype that have be put on us to other people we be homophobic,Non_hope_speech
6350,do you know what come out of the closet be kid hide i be the closet play hide and seek and then come out of the closet,Non_hope_speech
6351,sorry but conversion therapy crap what do you expect people come of room with new brian and body,Non_hope_speech
6352,johnny not it not about the white,Non_hope_speech
6353,why can not be man stupidnu can confuse kid but it will not helpnwhen they grow up they will know the truth,Non_hope_speech
6354,the mexican staring frog of southern sri lanka,Non_hope_speech
6355,that cop be beast,Non_hope_speech
6356,oh look its the small penis brigade,Non_hope_speech
6357,this be not democracy and tolerance it be vandalism and anarchy,Non_hope_speech
6358,funny how become the major issue every year like it be plan,Non_hope_speech
6359,usa there be bristol in america i know there be here in the uk,Non_hope_speech
6360,zara cetinkaya where be the evidence this be the perfect example of democrat hypocrisy,Non_hope_speech
6361,fireball nephiliuma you make an interesting point there i think i mainly make my first statement because i want to indicate to the people in the comment why the term all live matter may offend people i think that those who say all life matter can be divide into group,Non_hope_speech
6362,why only black asians,Non_hope_speech
6363,the rest of the other life be not currently twice as likely to be murder by cop black life matter also so why be they disproportionately more likely to me murder their life matter too not just the rest of us,Non_hope_speech
6364,who ever think day we would have to ask which live matter,Non_hope_speech
6365,this whole aconversion therapya thing be mess up it make all christians look like terrible people even though god say to love everyone,Hope_speech
6366,democrats start slavery you realize that the party pretty much switch around the,Non_hope_speech
6367,jeff davis statistically white people be bear in well economic situation than most black ppl we also have high median income than the black community in every class black ppl also have much low chance of be accept for traditional mortgage they also have lack of access to health care which contribute to low life expectancy average than white ppl iam sure there be more example of systemic racism but iad have to research more i hope this change ur view,Non_hope_speech
6368,okay now we have al the all life matter people you guy realise that we be not say other race do not matter we be just point out that black people be get kill for their skin colour of course everyone matter but wth like be we really go to focus on dumb thing like this when black people be get kill for their skin colour unbelievable,Non_hope_speech
6369,david clarke be officially sherriff of nowhere you abandon your post david,Non_hope_speech
6370,there be angel on earth,Non_hope_speech
6371,up until this point,Non_hope_speech
6372,raziel how be his english,Non_hope_speech
6373,i recently get job that pay me nearly half of figure salary,Non_hope_speech
6374,it be she,Non_hope_speech
6375,the other sit back and watch george floyd be of many we be fight break system,Non_hope_speech
6376,and you can be white and get mug in harlem,Non_hope_speech
6377,rebekah say you do not agree with homosexuality be like say you do not agree with be black it be not choice and it do not hurt anyone and you tell someone that they be wrong for who they love which they can not change be just as bad as what those people do to this man as child,Hope_speech
6378,all live matter stop the hate people hate breed hate march around shout be all fine and dandy when its peaceful and such but there be too many folk that be racist as shit go along with the black life matter marche we need to be kind,Hope_speech
6379,that policeman be awesome if you could see the smile on my face they actually get it,Non_hope_speech
6380,all life do matter period do not matter wat color are peruod,Hope_speech
6381,priti have no control all she do be run her mouth as if she be actually go to do anything but itas all waste of breath,Non_hope_speech
6382,sunshine littlephilly jfc stop try to change people heas happy the way he be,Non_hope_speech
6383,i think it should be,Non_hope_speech
6384,year later and nothing have changedngod help america to wake up,Non_hope_speech
6385,madonna be amazing she really be she fight for what she believe in and that awesome i have love her since i be really young,Hope_speech
6386,this poor bb lesbian shea go to suffer so much,Non_hope_speech
6387,so should the english get reparation from italy because the romans invade england,Non_hope_speech
6388,benjamin andres not fight bro i just follow the gospel,Non_hope_speech
6389,what shall we say to the woman that george floyd hold at gunpoint while his mate ransack and rob her house,Non_hope_speech
6390,god give us choice my choice be to lovenncue me sob what freak wonderful child,Hope_speech
6391,i do not wanna start anything but could you clarify further on change something they make genuinely curious,Non_hope_speech
6392,bruh what be this all about idk why it be in my recommendation,Non_hope_speech
6393,i be proud of my colonial statue in my land it remind to be proud of my ancestor achievement and even prouder that i be part of race that rule the world,Non_hope_speech
6394,start at,Non_hope_speech
6395,let 's be patient i just get it this year lol sad,Non_hope_speech
6396,korlover queen hey do you know your race isnat the only have that problem oh yeah you donat because your face be shove in between them buttcheck,Non_hope_speech
6397,walker the thing be that,Non_hope_speech
6398,home sec be only speak to save her job white people do not like her either,Non_hope_speech
6399,all live matter we be all the same inside of our body ask god he create us,Hope_speech
6400,lady gaga attach herself to the lgbt because it be cool and trendy to do so and she could raise her profile madonna risk backlash and fight for lgbt,Non_hope_speech
6401,oh ya you could lose all you got and end up on the street and that will be humbling view,Non_hope_speech
6402,relatively yes,Non_hope_speech
6403,my parent give my brother all the next late and great electronic that be come out during early and they use to give me all the pretty doll and role play toy typical for girl nthey think he be go to be programm cuz he play lot of computer game but he decide to major in art and i major in computer science lol i do not even know i like programming until i take an intro cs course during my senior year of high school ni always know i have kind of an engineering mentality grow up because i like take scrap from the recycle bin and build random thing from it i even make house for my doll and ignore the store buy doll house my parent give to me for my birthdaynthis really inspire and reassure me that i be make the right choice for my path i may even consider after complete my computer science degree to go pursue engineering as well,Hope_speech
6404,and the beat go on blm only when white man take it,Non_hope_speech
6405,i wanna be on this show so bad,Non_hope_speech
6406,all live matter except the one that want to divide us,Hope_speech
6407,racism be the big pandemic,Hope_speech
6408,can me and him be whovian buddy,Non_hope_speech
6409,all live matter anything else be literally create division,Hope_speech
6410,screw our past,Non_hope_speech
6411,huynh so you be say that if house be burn,Non_hope_speech
6412,lol our future be bright lol,Non_hope_speech
6413,demokratic be like communist communism fashismu,Non_hope_speech
6414,the global elite be laugh and celebrate the sheeple civil unrest,Non_hope_speech
6415,there be no such thing as sexuality love be man and woman nno argument,Non_hope_speech
6416,who nominate these idiot to speak on behalf of the life they speak of at the beginning of this video sander,Non_hope_speech
6417,so black can be lazy and complain in africa lol they donat want to be anything other than angry,Non_hope_speech
6418,the left have nothing to do with my contention with the right i be critical of most of the left too set that aside tho,Non_hope_speech
6419,hit the nail on the head there,Non_hope_speech
6420,that intro such an open minded girl,Non_hope_speech
6421,when you say black life matter your exclude the rest of the other life just fucken say all life matter,Non_hope_speech
6422,james maher perhaps i miss something here what exactly be you talk about,Non_hope_speech
6423,conversion therapy aka abuse segregation isnat thing in america anymore we have already accept that weare all equal and that we donat have to be segregate,Hope_speech
6424,she should win the decline of civilization award,Non_hope_speech
6425,kid ok but be the other house burn down no and if they do,Non_hope_speech
6426,it be nothing about racism its about people who want to do work for they be live and those who want everything to come free crime do not pay be the lesson from this but people turn now it around and whine about every hammeroid that they get from sit their whole life this be sick shit and so fuck up,Non_hope_speech
6427,mr hb it really mad disrespectful,Non_hope_speech
6428,that be guy smh,Non_hope_speech
6429,how be all life matter when race be be mistreat because of their skin color,Non_hope_speech
6430,henderson nand that be the confession get of the internet,Non_hope_speech
6431,they especially boe when he say white live matter,Non_hope_speech
6432,so somehow we can trust the news from around the world when we can not even trust the news here somebody be full of shit,Non_hope_speech
6433,please her email,Non_hope_speech
6434,apure meana love you crystall,Non_hope_speech
6435,apure meana praise that little girl,Non_hope_speech
6436,why be not the black lives matter movement just cheap imitation of the black panther movement from the day of tom wolfe radical chic and mau maue the flak catcher by bunch of fool during the coronavirus pandemic,Non_hope_speech
6437,but wait minute that scientist guy wear that shirt so the feminist wacko say that mean you can not be an engineer sorry you be go to have to find another job,Non_hope_speech
6438,want some example you have white privilege here ya go nn,Non_hope_speech
6439,rana khoury elaborate,Non_hope_speech
6440,be such an inspiration,Hope_speech
6441,they start heckle when he say white life matter,Non_hope_speech
6442,okay but now really need to know if this annie person have an instagram ppl be say they come out but like,Non_hope_speech
6443,how be steal somebody else work stupid reason,Non_hope_speech
6444,race that have do nothing for the betterment of mankind certainly have lot to say,Non_hope_speech
6445,ugh that be horrible have you try contact childline,Non_hope_speech
6446,that be girl,Non_hope_speech
6447,oh wait except during noahas ark,Non_hope_speech
6448,the victim mentality be play out the race card be play out revoked,Non_hope_speech
6449,no be go to forget year of oppression because statue get rip down,Non_hope_speech
6450,mr annie psst oh please you be about as straight as ellen,Non_hope_speech
6451,chinskins tron ahh so i see your an atheist ok pal you do you but iam just say god doesnat hate he only love he even say,Non_hope_speech
6452,its just blazy i have iam christian that strong believe in forgiveness because it release you from that sin that be do to you,Non_hope_speech
6453,athat would just be uh pure meana nnyaall should listen to child more,Non_hope_speech
6454,publish in,Non_hope_speech
6455,i be glad you immediately resort to sarcasm classic example of the kind of thinker that argue your kind of view i be not say it be woman fault,Non_hope_speech
6456,how be this beneficial to kid something that will never happen to you,Non_hope_speech
6457,and thatas on internalize homophobia,Non_hope_speech
6458,there be lot of people that get depression and comit suicide after conversion therapy,Hope_speech
6459,i hate that emoji,Non_hope_speech
6460,why canat you disagree with homosexuality but you can disagree with religion can somebody explain iam not try to be homophobic or rude or anything,Non_hope_speech
6461,bledsoe person with half brain can realise what be go on that be all i need to say,Non_hope_speech
6462,okay if poverty be high why havenat any artist or anyone else do anything about it,Non_hope_speech
6463,you see that the wrong way of thank because it be keep color separate that should not be the case we be not different race we be race the sooner we learn this the well off our world will be we be no different from the other we be all make of the same fabric we be all cousin we be all race and that be the end of it thing like black line matter just keep everything segregated and that be what be sicken and that be what be wrong with the world do people not understand that certain member of elite keep these thing go just for the destruction and hate all life matter be statement say that we be all together in this it be not against the other we need to stop the like i say and i stand beside it all live matter we be all only race and that be the human race,Non_hope_speech
6464,where be this guy now,Non_hope_speech
6465,god bless you mr clark,Non_hope_speech
6466,iave meet some actual racist in my life,Non_hope_speech
6467,camels nothing will ever get do until they address the black elephant in the room that be deal drug and deface the wall,Non_hope_speech
6468,yaall live matter there,Hope_speech
6469,hinsche i think throw in the sarcasm in parenthesis so you would have understand that i be be sarcastic and only joke,Non_hope_speech
6470,omfg all live matter all live matter equallynnbut some life be treat as if they do not matter that do not mean their life do not matter nnlook,Non_hope_speech
6471,because democrats have literally condition and brainwash people into think that waynnif you have to put color before life matter you be racist,Non_hope_speech
6472,xx you know what this response be kinda cool i be not go to shame you for what for you believe because you have your own history and experience people be try to engage and we can respectfully disagree have respectful discussion be the point i think people want to talk rather than argue to prove they be right at this point the slogan be suppose to be divisive to get people to talk,Hope_speech
6473,know guess just want to make the other person happy,Non_hope_speech
6474,crystal be whovian i love her even more that i already do if thatas possible,Non_hope_speech
6475,yaall always whine tryin to force people to accept you when you should leave them alone just like yaall want them to leave you alone,Non_hope_speech
6476,this comment do not make any sense lol,Non_hope_speech
6477,ben lambe it do exist iam go to assume youare white but please correct me if iam wrong so leta say youare white,Non_hope_speech
6478,the rainbow lyon ok sorry,Non_hope_speech
6479,jonathan brandis whatever blow your skirt updpsdpsdps,Non_hope_speech
6480,candelario the bible also say divorce and tattoos be sin,Non_hope_speech
6481,get tough then patel that your job,Non_hope_speech
6482,finally they do something in uk man,Non_hope_speech
6483,wow enough with the plastic surgery its time to put out an album feature gee i do not know madonna again,Non_hope_speech
6484,the left pull this crap every year during election juan be of them lie and deceit because they have no clue how to run free country juan argue with himself in the mirror every morning,Non_hope_speech
6485,happy birthday to her,Non_hope_speech
6486,black be not oppress systematic racism be lie from the democratic party who by the way defended slavery,Non_hope_speech
6487,wait when do she have an can look at where do she come out,Non_hope_speech
6488,bit of onesided argument,Non_hope_speech
6489,you donat have to agree with homosexuality,Non_hope_speech
6490,pearn why,Non_hope_speech
6491,stephanie smith where be the video address the low percent of man in nursing oh wait i forgot feminist logic discrimination against woman sexist discrimination again man equal opportunity,Non_hope_speech
6492,assumption be inevitable,Non_hope_speech
6493,let me tell you this,Non_hope_speech
6494,roderick harper definitely not to those who say only black life matter,Non_hope_speech
6495,theherpes you first go tell kim jon un he need more white role model i be sure he will listen and obey you great and while you be there go tear down and his statue and shrine,Non_hope_speech
6496,dumse you do realize if they be real how do colored people exist,Non_hope_speech
6497,no itas abnormal,Non_hope_speech
6498,dam these people be rasist they just want they be race to matter and be important nnmhh where do have see that before,Non_hope_speech
6499,sheriff clarke lock you up,Non_hope_speech
6500,this make me cry bc itas so fake that we canat all just love each other and get along for man to have to die to bring us together rip george floyd i hope we get the justice we deserve blm,Non_hope_speech
6501,no you would not,Non_hope_speech
6502,cordova damn right they do not,Non_hope_speech
6503,noelle kay youare just not separate the action homosexual act from the person just because you sin it do not mean that you be horrible or detestable person its not rude or hurtful to say that you disagree with how someone live their life,Non_hope_speech
6504,paranoia be treatable now day,Non_hope_speech
6505,do think that the police brutality be only comme from white cop it happen no matter what the race of the be medium just do not mention it,Non_hope_speech
6506,when government utterly fail its people despite their repeat plea for reasonable assistance through petitioning,Non_hope_speech
6507,it sound more logical to me if you call that person as it,Non_hope_speech
6508,go covid nice go protester poor millennial be like lemming,Non_hope_speech
6509,they be say it be blm too,Non_hope_speech
6510,go to russia an change the world,Non_hope_speech
6511,she will be forever and ever my everything and more,Hope_speech
6512,why the sad face,Non_hope_speech
6513,monument to trash deserve to be trash,Non_hope_speech
6514,i know right,Non_hope_speech
6515,why be madonna use denture,Non_hope_speech
6516,people who say that come out be useless should watch this video,Hope_speech
6517,i dont work for younjesus be lord philippian,Non_hope_speech
6518,authority be use to footage of the event to identify and press charge i be sure lot of them will be slap with fine,Non_hope_speech
6519,be not it possible that this woman seduce this kid,Non_hope_speech
6520,that be like say my house be burn down and say well what about my house do not my house matter all house matter not just the burn one see black life be oppress and treat less then white and that be get to change ignore the fact that they do not be racism,Non_hope_speech
6521,yes they do the last straw be when i see that aoc have stop amazon from move in,Non_hope_speech
6522,david clarke be incredible,Non_hope_speech
6523,you just use load of word to describe it so weird when people say there be no word when there be,Non_hope_speech
6524,be he teacher because he explain concept so well to child what wonderful person,Hope_speech
6525,i can say to the klan black live matter or all life matter klan actual harrase and kill innocent people they do not think all life matter or black life matter,Non_hope_speech
6526,that would just be uhh pure mean,Non_hope_speech
6527,all live matter you idiot if i say asian life matter be that ok i think wherever you dissect the word still sound racist grow up and accept the truth,Non_hope_speech
6528,yes it do but just the racist slave trading part,Non_hope_speech
6529,wait wait wait i get the hate for american government i can kind of handle people generalize all americans not really,Non_hope_speech
6530,blue ppl be sad that they have be forget,Non_hope_speech
6531,williams i say black live matter too i do not support the organization because if it be marxist root below i will explain why i do not support communismntoday,Non_hope_speech
6532,like maui the character from the trailer alone seem to be strong and funny character and not due to his weight or muscle,Non_hope_speech
6533,it be trend,Non_hope_speech
6534,i be so glad conversion therapy be legal in my state it have help lot of people oversee their mental illness,Non_hope_speech
6535,yaall really need to let go yes we know all live matter thatas give but the reason why people have to say black life matter atooa be because black life have it matter since the we know like white life matter that have be prove that white live matter over all of her life in america time and time and time and time and time and time and time and time and time and time again nobody have ever question if all life matter so that part of the conversation be over with and irrelevant now letas concentrate on the life that have not matter in america please concentrate and focus on what need to be do to help donat concentrate on what need to be do to perpetuate the current paradigm it be time for change all lie have always matter and white life have matter above all in black life have matter the least in america stay focused people,Hope_speech
6536,yes plastic surgery,Non_hope_speech
6537,thedargon who say they be gnomegender wolfkin,Non_hope_speech
6538,people be such tool everything the medium and the left be do be at the behest of scheme coward hide out of sight,Non_hope_speech
6539,unsalted kiddo the ptsd will remind us,Non_hope_speech
6540,oh yes i be fucktard because i miss debate you quote and could not interpret your tone online sheesh how unintelligent of me,Non_hope_speech
6541,the sheriff be awesome thank you,Non_hope_speech
6542,god bless all the police risk their life everyday protect our community and restore order,Hope_speech
6543,assign value to life be destructive act life intrinsically do not have tangible value,Non_hope_speech
6544,every life matter no should die from police brutality,Non_hope_speech
6545,blm need our white community to survive farmer to union worker to trucker all provide living condition do not get it twist unless antifa want to live side by side go ahead lmao awkward,Non_hope_speech
6546,and white sell there own look it up slave mean slavic and its russian idiot,Non_hope_speech
6547,at first i think the girl be guy i feel bad but she do say i disagree with homosexualitya you canat do dat,Non_hope_speech
6548,fish coz she say this to her fellow indians,Non_hope_speech
6549,british need gun your country will disappear no more tea no more biscuit just tribal music and gang,Non_hope_speech
6550,say what bruh camon chinese arenat white,Non_hope_speech
6551,victoria shiehkina thank you and amen,Non_hope_speech
6552,haha only,Non_hope_speech
6553,blm protest in european countriesnncovid electric boogaloo,Non_hope_speech
6554,stone exactly,Non_hope_speech
6555,how would answer such gotcha question would say this,Non_hope_speech
6556,what nice victimism battle,Non_hope_speech
6557,me look at the short haired girl after she say she do not agree,Non_hope_speech
6558,i think itas time we part way with another in this country nothing be go to unify us,Non_hope_speech
6559,sinainnkim kardashian be also multimilionare,Non_hope_speech
6560,letas all go out steal,Non_hope_speech
6561,that little boy be very wise so proud to know people out there like him exist,Non_hope_speech
6562,iam pansexual and come out of the pantry,Non_hope_speech
6563,how about murder innocent baby,Non_hope_speech
6564,blm call for chemical warfare when i be an outsider to all of this,Non_hope_speech
6565,i be sorry love black but all life matter to me,Non_hope_speech
6566,where be all the video of the burn and loot family business and all the picture of the people that have be murder during these protest or do only certain black life that have certain political belief matter and before you say well not all the protester be like that,Non_hope_speech
6567,savvakhs stop use color language blm be anti white propaganda it be racist it only increase hatred of black man to white people it make segregation among human base on color if you want to stop racism,Non_hope_speech
6568,i love how youtube once again do not notify me of this live event,Non_hope_speech
6569,most black people in america be indians not africans my father be cherokee,Non_hope_speech
6570,there be only race the human this seems like segregation racism to me,Non_hope_speech
6571,so who be condemn the protester would they condemn any statue of hitler be still parade in german square,Non_hope_speech
6572,do pigmented life matter,Non_hope_speech
6573,listen juan very carefully,Non_hope_speech
6574,black live matter be hypocritical scam raise million on platform that they themselves do not believe in i do not see this organization in chicago also affiliate with the most racist political party this country have have to endure since it be complete joke that insult our intelligence,Non_hope_speech
6575,the anti racist be the true racist nni be make long comment but my browser mysteriously stop work,Non_hope_speech
6576,therepairdude it do my dad tell me,Non_hope_speech
6577,joannot fampionona it be fucking jokennand you may as well get used to them,Non_hope_speech
6578,all black live matter,Non_hope_speech
6579,mensah sorry but i do not fall for you hypocritesnbut black lives matter onlynpretty racist bro imagine group of white say their race matter only nwhat do you think all these democrats would do to them nwould the medium allow it of course it wouldnbut just not the other way around right hypocrite,Non_hope_speech
6580,it be very clear who the real racist be the one fake hate crime,Non_hope_speech
6581,your ragequit from the left will be soon,Non_hope_speech
6582,ever since come out have be tell like no sleepover with friend and be constantly ask if be date girl and,Non_hope_speech
6583,the business would never be big than the state sponsor loot that the british,Non_hope_speech
6584,lilo stitch have fat polynesian,Non_hope_speech
6585,i live in england and in my countrt of england only only white lives matter,Non_hope_speech
6586,thing i didnat know about the slave trade the police and government troop round up thousand at time of their own people and keep them lock up in horrendous condition in cage wait month for the slave ship to arrive hundred die because of how they be keep they make fortune sell their own people,Non_hope_speech
6587,her face be soo wide,Non_hope_speech
6588,mandalorian what god be you try to bless me with there be many god,Non_hope_speech
6589,have serious tds lol love how trigger right winger be by blm,Non_hope_speech
6590,this be truly inspirational,Hope_speech
6591,pal this be the true factual statement on all these comment boardsnmake me wonder what the political plan be that pander to and allow this hate breed to continue always make me think of divide and conquer and that worry me,Non_hope_speech
6592,smith hey dummy maria botina be russian agent that infiltrate the nra she launder million to trump and she go to prisonnso be it illegal for blm to support democrats if so lock them up the way giuliani boy lev parnas and igore fruman be arrest for launder russian cash to trump and other republicans oh i forget fox do not want you to know that,Non_hope_speech
6593,all live matter when do black life stop matter,Non_hope_speech
6594,that be the most pertinent comment i have read all day,Non_hope_speech
6595,the nwo be more important to obama than his own people reject the petrodollar become dicatator,Non_hope_speech
6596,lol when the girl who you though be go to be lgbtq be the who do not agree ok,Non_hope_speech
6597,ya thatall fix everything,Non_hope_speech
6598,i be refugee from the middle east we come to canada and we have nothing we be still not that good to this day just because your not live the good life possible do not mean that the system be racist and stack against you if you want to live well life you need to work for it just as your grandfather do when he truly face systemic racismnni understand that some people will be racist that will never change but that do not mean the system be racist,Non_hope_speech
6599,ron la manna you mean the guy who be read from teleprompter the entire time,Non_hope_speech
6600,judge other who do you think you be,Non_hope_speech
6601,bike be short for bichael they have reason to disagree with that concept,Non_hope_speech
6602,thelegend be alive have ever meet lesbian,Non_hope_speech
6603,we can not change the past we can only change the future,Non_hope_speech
6604,this stop me be rasict,Non_hope_speech
6605,racism be big money maker for the media they will never stop,Non_hope_speech
6606,not all life matter evil marxist scum on the left do not matter at all to me i care more for an ant then all the evil marxist democrat,Non_hope_speech
6607,sheriff clarke speak it clear and audible,Non_hope_speech
6608,thank for remind people that,Non_hope_speech
6609,yo every clam down i be just vibe herennwhy cant we be friend nwhy cant we be friendsnwhy cant we be friendsnwhy cant we be friend,Non_hope_speech
6610,i see people say that engineering be not thing capable for girl from that day decide to be an engineer and shut those people mouth,Hope_speech
6611,bus i find the true racist,Non_hope_speech
6612,yes all the color matter,Hope_speech
6613,the way he prnounce svenska dagbladet,Non_hope_speech
6614,kitty the problem be that the slogan be nothing but statement make to speak over blm if i be wrong here,Non_hope_speech
6615,when my mom suggest to me to become civil engineer i picture myself this strong smart woman in suit design beautiful construction visit the site and give instruction to the worker it sound pretty amazing as girl who will be do such thing and right now i be on the path to become an engineer but sometimes i really do feel lonely and discourage though these kind of talk really inspire and sharpen me lot thank you so much and what you be do right now be so great debbie,Hope_speech
6616,sheriff david clarke definitely have his finger right on the pulse of the liberal agenda,Non_hope_speech
6617,i doubt everyone in the world would choose to be homosexual so calm down honey,Non_hope_speech
6618,do not be fool by white dem they just want your vote,Non_hope_speech
6619,alex ignacio aniggaza go skydive without parachute,Non_hope_speech
6620,as she age she become old more fragile mother nature be always in charge,Non_hope_speech
6621,white privilege be blessing,Non_hope_speech
6622,take the passport of the protestor and kick them out of the country,Non_hope_speech
6623,i be glad that in the place i live even if i be black in the country i live dark skinned people be the majority so at least i can walk in peace live in peace and be happy about my self,Non_hope_speech
6624,these conservative all cheer when we pull down sadam statue,Non_hope_speech
6625,there be us now and stereotype be not the right word for them to use,Non_hope_speech
6626,that be not at all how human evolution happen,Non_hope_speech
6627,soo well speak officer thank you for your service,Non_hope_speech
6628,thatas sad tho,Non_hope_speech
