,text,intent
3210,the little boy that ask for advice on how to be good ally friend be so sweet melt my heart lol,Hope_speech
3211,that be the world my friendand I know this be year ago,Non_hope_speech
3212,look at the th century should be enough to realise these people and their ideal only lead to totalitarianism,Non_hope_speech
3213,let us talk about anything other than racist crap smok screen wake up peaple,Non_hope_speech
3214,black live matter Iam white person but be you know that black people be still good just because we have different skin color doesnat mean people everybodyas people on this planet,Hope_speech
3215,this mean we need to demolish the pyramid of Giza lad because they be build by slave,Non_hope_speech
3216,the mentality should be first you be human then you be black so every human life matter not matter the color,Non_hope_speech
3217,I just want to hug her here She make me cry I like this Madonna very inspirational and strong woman,Hope_speech
3218,get rid of crackhead snoop dog song He want white to bow down to black racist pos,Non_hope_speech
3219,Your name be literally my bio on everything XD,Hope_speech
3220,I couldnat see the whole title and I only see Conversion Therap nSo I think it be conversion therapist I be about to flip switch,Non_hope_speech
3221,there be no proof of that world,Non_hope_speech
3222,Sunshine littlephilly iam bit confused on how I should act honestly because youare so nice about disagree with someonea sexual orientation and I wasnat prepared for your extreme kindness nni still think that itas not necessary to try and change someonea sexuality,Non_hope_speech
3223,I will buy that sherrif the universes supply of,Non_hope_speech
3224,true technical mind can be form only within man,Non_hope_speech
3225,They donat sell what they donat price,Non_hope_speech
3226,why the sad face,Non_hope_speech
3227,She do not look like she believe what she be say I be talk about the girl that be obviously lesbian lmao,Non_hope_speech
3228,whereas the real Madonna whoas this lady,Non_hope_speech
3229,JUSTICE WILL PREVAIL,Non_hope_speech
3230,Francesca nShut the fuck up nAnd stop reply to every comment,Non_hope_speech
3231,why the statue be already there,Non_hope_speech
3232,itas not choice to feel attract to someone,Hope_speech
3233,this sort of idiotic behaviour will have exactly the opposite effect of what they want They have subscribe to warped and inherently divisive ideology,Non_hope_speech
3234,Levi wtf,Non_hope_speech
3235,I agree in way for the fact that if they continue to do nothing it will get bad,Non_hope_speech
3236,samanimation youare be way to optimistic itas much much more than,Non_hope_speech
3237,when she say close your eye and imagine an engineer imagine stick figure,Non_hope_speech
3238,I do not fit in but our little girl willnThis be so beautiful and I honestly start get emotional this be similar to what I saynThere may not be hope for me,Hope_speech
3239,Jade Edwards You be very nice,Non_hope_speech
3240,another reason why no care about Turkey be because there be more than attack in Turkey cause total death and injury since JANUARY,Non_hope_speech
3241,let us remember the girl who say she do not agree with homosexuality be still teen grow tf up and respect her view,Non_hope_speech
3242,Rebekah thou shalt not enforce thy religious bullshit upon other you be every problem with the religious community,Non_hope_speech
3243,anyone go to point out the fact that BLM founder admit to say that theyare atraine Marxistsa I also like to point out how Karl Marx be racist to black people and yet blm support Marxism,Non_hope_speech
3244,what instrument do you play,Non_hope_speech
3245,why do not she make unisex toy all she be do be keep the gender stereotype that she be criticize unless she be admit boy and girl be still different,Non_hope_speech
3246,what be sad be in we still can not see that it be the feeling of superiority that we allow them to have that make brutality possible and the lack of psychological screening for these officer,Non_hope_speech
3247,I agree with the cop,Non_hope_speech
3248,Scott be you do We all know this now,Non_hope_speech
3249,He be like the old version of Ricky Dillon,Non_hope_speech
3250,thank you for this blm,Non_hope_speech
3251,Montis idk who you be talk to but could never be me,Non_hope_speech
3252,I think engineer be great problem solver that be the big part of the job these woman be not get job because their perspective be not professional and will cause conflict the conflict lack productivity and company want money at the end of the day these woman be not problem solver their bitch no hire bitch male or female,Non_hope_speech
3253,Kocijancic po po be of those sensation seeker with sense of entitlement that think he be owe because his black do not worry about him do not even bother to answer as the remark and response be just pure clown ignorance what else would you expect from non intellect ignorant racist,Non_hope_speech
3254,say aAll live Mattera be create to subdue aBlack life Mattera,Non_hope_speech
3255,those protest that all lives matter should not be complain about BLM protest,Hope_speech
3256,agod give us choice my choice be to lovea wait iam literally cry love him so much,Hope_speech
3257,how be it not,Non_hope_speech
3258,Pray for that closet lesbian,Non_hope_speech
3259,that be not irony those cop actually do not do anything to get shoot well,Non_hope_speech
3260,my asian wife get harass almost every single day for be asian nobody talk bout race when white people get kill on the street because they white,Non_hope_speech
3261,what chinise be yellow,Non_hope_speech
3262,Dr who be AWESOME,Non_hope_speech
3263,Alexia nYa I totally agree with you,Non_hope_speech
3264,I only see the beginning of the title and I think it saidnnakid meet conversion therapista and I be so fricken madd nn,Non_hope_speech
3265,Jefferson Halsey can laughter from the live audience,Non_hope_speech
3266,It be downplay the issue,Non_hope_speech
3267,hernandez no you be wrong I grow up in parent house hold Grandma be there also I get great education and finish with honor how do any of that help me when I be spot by satanic cop I can tell you break the law be not prerequisite to go to jail nnthe masse must rise up and fight this evil system of oppression by any mean necessary,Non_hope_speech
3268,prayer and faith be the only thing that work,Non_hope_speech
3269,andrea raimey no have to repent,Non_hope_speech
3270,Sheriff Clark be credit to our country and I will never change my mind about that Sir if you ever need my help even in danger I will be behind you many Americans feel the same and be proud of your stance,Non_hope_speech
3271,I hope she give it up,Non_hope_speech
3272,me wait for the covid spike,Non_hope_speech
3273,Itas the nazis all over again,Non_hope_speech
3274,every year RACISM,Non_hope_speech
3275,all these people can do be destroy They will never create beautiful art or architecture They will never create well system,Non_hope_speech
3276,yeah but the thing be more people agree with me than they do you,Non_hope_speech
3277,those same silly statue be also all over the former british empire for now,Non_hope_speech
3278,BLM be cancer,Non_hope_speech
3279,I find mosque extremely offensive,Non_hope_speech
3280,who phrase black life matterwould it not be appropriate to ask them what it meansjust to clear up all the argumentsd,Non_hope_speech
3281,video start at about,Non_hope_speech
3282,no it be racism period,Non_hope_speech
3283,idgaf BLM protester worldwide should also comment on modern day slavery refer to the link provide nnrather than focus on tear down statue maybe focus and give voice to black and asian people force into the abhorrent modern day slavery nn,Non_hope_speech
3284,so I like boy like sexually like I would marry boy but I kinda like girl romantically and I be not against romantic feeling towards the same gender now sexually I do not support it but I will be there for anyone who be I support people not for what they do but for their spirit and compassion towards everyone pls do not come at me,Hope_speech
3285,strange how leftist BLM be try to hide their past,Non_hope_speech
3286,It be absolutely cultural issue what great speech,Hope_speech
3287,the Sheriff like everyone else be tired of the BS,Non_hope_speech
3288,why have statue of slave trader in the first place,Non_hope_speech
3289,Shut yo mouth fatboy,Non_hope_speech
3290,George floyd may have be black man but he be serious criminal He be no friendly giant and I be pretty sure the lady he be go to shoot in her pregnant belly do not think so either,Non_hope_speech
3291,holy shit Sheriff,Non_hope_speech
3292,try ask the question in different way to the politician which live DONT matter,Non_hope_speech
3293,Vo the black man die because of racism,Non_hope_speech
3294,well I do know that gravity exist but could disagree with gravity as in they think the world be flat or that it be something else all it be be opinion,Non_hope_speech
3295,yup She be most definitely lesbian but probably have not even allow herself to entertain those thought due to her church She will find her way eventually,Non_hope_speech
3296,this be stupid how do they ever expect to learn from past mistake the guy who be kill be not even nice person,Non_hope_speech
3297,AHHAHAHAH well he an advocate for change she say while smirk,Non_hope_speech
3298,He be kill just like George Floyd by White Man,Non_hope_speech
3299,exactly Iave think of become pilot and currently study computer science which be both male dominate industry sometimes can not help but also worry about how my future in these field of career would be like would be lonely will be not as as good these talk really just give me some sort of motivation to move forward,Hope_speech
3300,I would have to watch again,Non_hope_speech
3301,BJGvideos they may make solo video with him soon explain his story We just have to wait and see,Non_hope_speech
3302,Rojas so what happen then,Non_hope_speech
3303,Milis sa Seomra Spraoi how be that racist he be make joke say I be sure the us government be go to pay for every single black person plane ticket your of those idiot who use the word racism when it do not actually apply,Non_hope_speech
3304,PETROLEUM Engineering now nthat be too far,Non_hope_speech
3305,what they be say be Black Live matter more,Non_hope_speech
3306,nice interview,Non_hope_speech
3307,literally only click this video so could give it thumb downnif woman spend as much time work at work as they do complain about how man be make them not succeed then they would not be have such hard time at worknguess what,Non_hope_speech
3308,Hum I be just not convince that alm be an honest call for represent these issue It matter that alm originate from counterprotest that propose police brutality to not be an issue nI think it be just statement to dismiss blm if I be wrong,Non_hope_speech
3309,as soon as she say aI add booka I know exactly what toy she be talk about Iave have this toy Iam so proud of her,Non_hope_speech
3310,difficult to be honest nBen,Non_hope_speech
3311,They label him racist although he be war hero,Non_hope_speech
3312,Kid ok then how come they do not get treat equal and the blm movement be for the oppress We thank for try to include us in ur alm movement but it be racist We have BLM so we can be focus on to be treat like you guy and when we get to that point in life,Non_hope_speech
3313,I always watch and never comment but I just get to say that your work be amazing People who say do not talk to kid about this stuff,Non_hope_speech
3314,all live matter to say anything else be ridiculous to be equal be to be consider as whole there be unfair thing that happen and people need to be hold accountable but to divide ourselves be not help anything,Hope_speech
3315,the Legend she do not say that if she be beat with book she would fight back She say if her daughter be beat with book then she would beat the person that beat her daughter with book,Non_hope_speech
3316,no systemic racism there will always be prejudice,Non_hope_speech
3317,the only one who see Jesus as specific color be those who judge by color and not by action Its be Jesus message to the world be what count and count now,Non_hope_speech
3318,much love and good of wish You have an inmence amount of potential,Hope_speech
3319,love from France We love you Madge,Non_hope_speech
3320,Williams be fuel to the fire,Non_hope_speech
3321,mtgamerguy it be dam because of them,Non_hope_speech
3322,Virtue signal from an old have be desperate for some attention I think history have prove this woman will do anything for fame,Non_hope_speech
3323,Smith now now freedom of speech be right in dats society,Non_hope_speech
3324,no more police brutality the Bush doctor Peter Toshn,Non_hope_speech
3325,Rebekah Its not your buisness to try and change him even if you do it in the nice way just let him be,Non_hope_speech
3326,I wish they toss him in the canal like the statue,Non_hope_speech
3327,Atlas We werent praise our It be just damn statue that hardly anyone even know about It be just remind us of part of our history,Non_hope_speech
3328,come on now do not assume her sexuality,Non_hope_speech
3329,just know Madonna be out there still go strong put smile on my face,Hope_speech
3330,Ohohohoho iam boutta list all the racist thing that bunker boy have do brb,Non_hope_speech
3331,proud People be just bear stupid Most of you will not make to HEAVEN,Non_hope_speech
3332,iiaeiaei IIO thank you,Non_hope_speech
3333,there be huge problem with this idea the fact that they be make dumbed down version of gender neutral toy It be not that girl do not like build thing,Non_hope_speech
3334,I be in the closet as pansexual and non binary,Non_hope_speech
3335,average Murican and we now they also get kill,Non_hope_speech
3336,because for the okkult globalist no live matter much love from Germany,Non_hope_speech
3337,if all live matter to guy,Hope_speech
3338,black life only matter on election year remember that,Non_hope_speech
3339,the plinth isnat big enough,Non_hope_speech
3340,I know that this be not good for humanity because there lot of people there and corona every but this give me some hope in humanity,Non_hope_speech
3341,hypocrisy what do you do all these year,Non_hope_speech
3342,skylabour must of love it,Non_hope_speech
3343,sheriff be elect official that answer to the voter police be bureaucrat they be not elect they do not have constitutional legal right over sheriff sheriff be the only constitutional illegal law enforcement,Non_hope_speech
3344,be wait and wait for the basic explanation to be tell,Non_hope_speech
3345,so they be try to change your personality that would be,Non_hope_speech
3346,Rebekah I have question that I have be mean to ask someone who be religious,Non_hope_speech
3347,Shawn Jin I didnat know thatas the definition of minority lol,Non_hope_speech
3348,I be begin to feel gaslit by the medium,Non_hope_speech
3349,be you go against black life matter,Non_hope_speech
3350,Majano the girl with the red sweater,Non_hope_speech
3351,Imma be really honest,Non_hope_speech
3352,Jessica Walker cuff jean,Non_hope_speech
3353,because black people be racist,Non_hope_speech
3354,nawho be GEORGE PERRY FLOYD ask yoursel firstnbefore be carry away to joint he protest what do you know about him nn aaBetween and,Non_hope_speech
3355,what about start to deface their statue now,Non_hope_speech
3356,there be no aone waya that engineer dress,Non_hope_speech
3357,Super Taco GAMING he be criminal and drug adict,Non_hope_speech
3358,in the,Non_hope_speech
3359,what kind of world be this when say that all life matter be bad thing,Non_hope_speech
3360,bledsoe that do not mean the movement do not change it be agenda over time,Non_hope_speech
3361,do you know what be bad for child see your dad be homophobic in public,Non_hope_speech
3362,We should really ask why our little girl get so happy when they be praise aprettya not only girl but grown up too this culture be wrong love your self eh why,Non_hope_speech
3363,now if only we could get police in general to believe that,Non_hope_speech
3364,so it take an entire race nearly year to realize there life matter genius,Non_hope_speech
3365,god give us choice and my choice be to lovennThat kid be so sweet,Hope_speech
3366,there he go again,Non_hope_speech
3367,to paraphrase Heine,Non_hope_speech
3368,up until I read the comment section,Non_hope_speech
3369,the title be really misleading really,Non_hope_speech
3370,polandreply in English otherwise do not bloody bother,Non_hope_speech
3371,I wish that people werenat so heartless She truly be an advocate for better the life of other I just wish that the so many life be never take away,Hope_speech
3372,I be really tired of these gender stuff,Hope_speech
3373,Lonnie Stevens no black life be the most oppressed one White be the least the problem be black life be oppress and that be what BLM be try to solve do not be mad because ur race be not include in this You should not want it to be You should be grateful that do not need that be why I do not support alm movement not say that all life do not matter,Non_hope_speech
3374,if everyone be too be equal the make it so everyone be equal,Hope_speech
3375,goldie silver iam transgender can easily find other trans people Madonnaas not of us neither be Cher,Non_hope_speech
3376,my choice be to love GIVE this KID SOME price for the best sentence EVER,Hope_speech
3377,Social Justice have so lose its main meaning and focus literally,Non_hope_speech
3378,hans kasper but people say all live matter when they know BLM and protestor have problem with it BLM be protest against the police do white people feel offended that they canat be include I feel like itas misunderstanding,Non_hope_speech
3379,try make that Sheriff victim what legend,Non_hope_speech
3380,BLM should focus more on how they be receive as oppose to whether or not people hear them yes BLM we hear you say pig in blanket fry like bacon and bad we see you impose yourself not all publicity be good publicity,Non_hope_speech
3381,They do not matter,Non_hope_speech
3382,last word from Sheriff Clarke Victimhood with list of grievance that do not exist,Non_hope_speech
3383,I love this Queen,Non_hope_speech
3384,blm what joke get job,Non_hope_speech
3385,no dont SUPPORT them,Non_hope_speech
3386,She look great and she be very inteligent,Non_hope_speech
3387,the message these kid be send be amazing,Hope_speech
3388,do you know where can find sg can not find it anymore,Non_hope_speech
3389,listen stop this racist thinking in America,Non_hope_speech
3390,for anyone bodylanguage read who miss,Non_hope_speech
3391,They be just be polite,Non_hope_speech
3392,You can do it girl keep go with your Engineering degree,Hope_speech
3393,why be adult act like childrennJust treat people nice and act like adult,Non_hope_speech
3394,man be assume to be incompetent engineer as well until they do something competent to prove themselves,Non_hope_speech
3395,love your show,Non_hope_speech
3396,She be always change,Non_hope_speech
3397,pet peeve of forget that bi,Non_hope_speech
3398,StAtIsTiC be raysist,Non_hope_speech
3399,now I need to play with legos lol I be,Non_hope_speech
3400,to me that mean why do not white people care enough to march for their own kill by police It be not about how loud black people be it be about how quiet white people be if you find injustice scream about it You think do this kind of thing be easy coward maybe,Non_hope_speech
3401,so you have different plan for her do that plan involve her be happy and find love because that seem to be happen if the partner you have in mind have different hair color,Non_hope_speech
3402,if these young black kid in spanish kid and white kid do not commit crime than the police would not have to be call and something bad happen,Non_hope_speech
3403,Noahkra I think this be suppose to come of as understanding but it really didnat,Non_hope_speech
3404,do not anybody think this be bad time to protest,Non_hope_speech
3405,Marko Vujovic why do that make you mad,Non_hope_speech
3406,of course crime go unreported because victim of sexual assault and other crime and yes I look it up be to scare to report it because they be afraid the offender could kill them whereas in third world country,Non_hope_speech
3407,Yisrael Funny that you say that look at Dimitar name look like they be not even from the US if this person migrate to the US then they probably have LESS right and LESS privilege than typical black American how many immigrant do you see bitch and complain or play victim in this country People that immigrate to this country appreciate every opportunity give to them,Non_hope_speech
3408,house of straw,Non_hope_speech
3409,Collins why,Non_hope_speech
3410,its another way an umbrella term for someone who be lgbtq if you do not know the specific,Non_hope_speech
3411,no be most definitely not more stupid than this Sheriff Clarke,Non_hope_speech
3412,from this video People be not equal,Non_hope_speech
3413,literally the good comment,Non_hope_speech
3414,God save I agree with you step at time much love brother,Non_hope_speech
3415,I think people be sexist because woman complain all the time,Non_hope_speech
3416,anyone that boo be all life matter with burn in hell forever,Non_hope_speech
3417,finally someone understand thank you,Non_hope_speech
3418,whatever help you sleep at night dude I do not argue with fool it only prove there be fool,Non_hope_speech
3419,there be slave museum in Bristol they should have move the statue there and change the name of street etc the man be mass murderer,Non_hope_speech
3420,Your not black if you donat vote Biden lol black vote matter,Non_hope_speech
3421,My heart grow size my goodness kid be more open minded,Non_hope_speech
3422,so white live DONT matter i be black,Non_hope_speech
3423,why be his taste in outfit well than mine give me,Non_hope_speech
3424,well of course all life matter but maybe,Non_hope_speech
3425,oh my gosh ia really get through people head black person die the white person be in jail that shoulhave be the end but no if white person be kill by black person nobody would care that be real racism,Non_hope_speech
3426,Marko Vujovic I think your the who be clearly phsycotic and have phsycopathic tendency,Non_hope_speech
3427,canat believe shea,Non_hope_speech
3428,legendary racist the scumbag deface the Lincoln statue though Disgusting,Non_hope_speech
3429,Ugghh so vile and ego out of control,Non_hope_speech
3430,be always the same in hollywood something else please,Non_hope_speech
3431,what do the monument and new orleans have to do with this,Non_hope_speech
3432,Couldnat agree more these people seem to be more obsessed about have everything their own way rather than truly try to understand thing from both side and actually learn from them to these rioting idiot,Non_hope_speech
3433,She world like watch Steven Universe or something similar,Non_hope_speech
3434,homosexual ality nndid anyone else hear her say that,Non_hope_speech
3435,Paver yes without black ppl how will we maintain our food supply manpoweror anything manpower,Non_hope_speech
3436,ablack live mattera sound more racist than aall live mattera haha,Non_hope_speech
3437,no they have new thing now sorry,Non_hope_speech
3438,Americans complain review critique everyday everything,Non_hope_speech
3439,Schmidt so why you reply,Non_hope_speech
3440,the Hillary picture be most likely jewish star,Non_hope_speech
3441,police officer in australia get fire for make shirt with logo blue life matter,Non_hope_speech
3442,She remind me so much of Arizona Robbins this talk be so inspiring,Non_hope_speech
3443,this be hard enough to watch but when he say the loneliness the tear come,Non_hope_speech
3444,Sheriff David Clarke be badass and be true inspiration thank you sir,Non_hope_speech
3445,this be crazy George Floyd be not hero,Non_hope_speech
3446,the voice of the girl with short hair remind me of Chris Colferas,Non_hope_speech
3447,call me thing that have nothing to do with this topic be pointless and immature also,Non_hope_speech
3448,sound like Joey graceful,Non_hope_speech
3449,I understand what you mean,Non_hope_speech
3450,Banana WTF,Non_hope_speech
3451,Lion no that be the UN,Non_hope_speech
3452,think that the US could try to be bit more like country in Europe,Non_hope_speech
3453,My choice be to love,Non_hope_speech
3454,this woman change my life,Non_hope_speech
3455,this represent the collapse of the power of evil America,Non_hope_speech
3456,the literal hypocrisy,Non_hope_speech
3457,Mikey Inman totally agree with its hard to know about this when first know all about this fall into depression it be scary,Non_hope_speech
3458,I be think the same thing,Non_hope_speech
3459,BLM be so racist when white man can not say white life matter be joke it should be all life matter,Non_hope_speech
3460,if you raise this slogan,Non_hope_speech
3461,this be my favorite ted talk,Non_hope_speech
3462,Galaxy II be come,Non_hope_speech
3463,the girl with short hair literally look like character from the lorax,Non_hope_speech
3464,this people be fake donat do anything to get elect and thatas why it didnat win,Non_hope_speech
3465,I be beat by BiblennGirl,Non_hope_speech
3466,GOD Bless America all live matter all Nations under God amen,Hope_speech
3467,say racist thing glorify slave trader for the money he get from sell people,Non_hope_speech
3468,They have always have chip on their shoulder,Non_hope_speech
3469,conversion therapy be literally torture someone into have ptsd,Hope_speech
3470,that great but like me white and you asian be not get discriminate anywhere as near as much as black man or whatever wanna call them minioritie,Non_hope_speech
3471,none of the subject you mention be easy,Non_hope_speech
3472,omg I be first year chemical engineering student too It be real tough work sometimes wonder if i be make all thr right choice because college be so harsh I think be do academically fine until my grade and performance prove me wrong I lose lot of faith in me and everyday dread go to uni bc fear it will be just the same old failure of yesterday but even if nothing be make sense anymore I just keep on push and do my thing no matter how depressing and lonely it get,Hope_speech
3473,do everyone agree that be the bad year,Non_hope_speech
3474,aTheyare whore for votesa absolutely fantastic observation on the Democrats,Non_hope_speech
3475,HiRAEth hope jesus claim you early,Non_hope_speech
3476,majesticgame you disagree you think God want his child go to war,Non_hope_speech
3477,so if election be Trump vs Clinton,Non_hope_speech
3478,why be it controversial to say ahappy holidaysa all holiday matter,Non_hope_speech
3479,Ink BlottedSoul yeah but donat ignore the verse where the bible mention relationship between the same gender to be unatural canat just tell them half of the story,Non_hope_speech
3480,know what,Non_hope_speech
3481,Victoria Shishkina I support you,Non_hope_speech
3482,once again Juan Williams be an idiot,Non_hope_speech
3483,where be the news for the year old they kill in St Louis this crap just make me sick thank hannity for all you do,Non_hope_speech
3484,wake up the power that be be fund this to divide America and then the worldnPray to Jesus Christ ask him to come into your life,Non_hope_speech
3485,as teenage lesbian who be absolutely terrified of what religious people think of me,Non_hope_speech
3486,no why would they be too young,Non_hope_speech
3487,I find my passion for engineering when I start as traffic control laborer I be now surveyor I would hate to put my week notice to attend school for engineering be it possible to work full time and attend college full time,Non_hope_speech
3488,be normal be be oneself so shut up,Non_hope_speech
3489,Ancient Soul I like how you only focus on blame but completely disregard everything else I say and quit with the stop blame white people crap no be blame white people We be blame the POLICE They just happen to be white I be still wait in response to the real issue I just address not just blame which no really care about and it be not even the real issue at hand You be really just an idiot I could argue all day and you will never understand,Non_hope_speech
3490,to all devout people whoare anti homosexual because of religion,Non_hope_speech
3491,You be strong person,Non_hope_speech
3492,what up with your english mate,Non_hope_speech
3493,funny that the black people protest against racism in the US and Europe in reality,Non_hope_speech
3494,this little asian girl be so well speak and thoughtful all of them be,Non_hope_speech
3495,funny how that big old lesbian do not agree with homosexuality I feel bad for her She be go to be of those self hate lesbian,Non_hope_speech
3496,anything to get vote black life and white life matter,Non_hope_speech
3497,bee if we say that black life matter,Non_hope_speech
3498,do not make me laugh,Non_hope_speech
3499,KehOfAllTrades the fookin video,Non_hope_speech
3500,exactly yet ppl turn me into racist for that I be not say that the blm situation be invalid,Non_hope_speech
3501,LG she seem very sad in an emotional way,Non_hope_speech
3502,this be honestly exactly what I need at this moment I be currently in my first year of mechatronic engineering,Hope_speech
3503,girl nd be Computer Engineering student nd love fact dat my parent always want me to an engineer play wid those block as young nd yes India may develop country bt glad my parent do not only picture guy as an engineer,Hope_speech
3504,IGNORAMUS cant even spell privilege,Non_hope_speech
3505,to that I would say why the hell would you care what they think the lgbt of the past do not really care who think they be sinner,Non_hope_speech
3506,because all life matter totally do not include black life,Non_hope_speech
3507,really hope not,Non_hope_speech
3508,man all life matter fool,Non_hope_speech
3509,Your whole point be you do not fit in because you be girl nSTOP think about yourself as Female engineer,Hope_speech
3510,They want more than the vote They want them to stay on the Democratic Plantation,Non_hope_speech
3511,and that be why you be the Queen of pop,Non_hope_speech
3512,Senaca Gallien yeh while the riot be bring the economy down so good luck when this be over and the country go into bankrupt,Non_hope_speech
3513,primarch Alpharius yeas,Non_hope_speech
3514,because privilege race think superior to another but truth it be only race the human race,Non_hope_speech
3515,Debbie I be glad you get through it nI myself be an chemical engineering student soon I be go to be in my final year and to be honest I soo feel like I do not fit in nmy grade be not that good nd ofc I do not have that good spatial skill and sometimes I look at my male classmate and think be we do the same major and I be soo afraid that what be I go to do after my graduation nAll of these fear time and time build up and I feel like maybe I do not pick the right major but hear your experience be helpful thank you I will try not to give up,Hope_speech
3516,black life matter protestor do not damage people property,Non_hope_speech
3517,Bernie aThe Suck Upa Sanders would say anything to get vote Isnat it time he agoe awaya,Non_hope_speech
3518,that be girl,Non_hope_speech
3519,Ali Knight BRUH IKR it MAKES no sense,Non_hope_speech
3520,when I be young,Non_hope_speech
3521,all people equal nno special interest nstop the pandering nFollow the constitution nProsecute criminal include bad cop,Hope_speech
3522,afrance France It may be worth another reminder that all really do mean all this include all black life,Non_hope_speech
3523,Itas just sad how people be treat black people horribly time someone in game call my friend that shea Black like the wall thatas so rude I canat stand racist people they be literally mess up,Hope_speech
3524,yootubevid omg you can conjucnt you be into you be mind blown I love it when youtube troll only know about grammar so insightful at least you speak English big pat on the back and gold star for you Ps you be fucktard,Non_hope_speech
3525,FYI on the Black Lives Matter Toronto the police chief of Toronto,Non_hope_speech
3526,Birt I be bisexual and if its all choice,Non_hope_speech
3527,You know what I have change my mind go ahead and defund the police then it will be up to the AMERICAN PEOPLE to clean up the street and COUNTRY and MOST of US are tired of DO nothing polititians,Non_hope_speech
3528,no matter how much you get Sheriff Clark to sing and dance for you folk it will not make change or hinder this movement for equality,Non_hope_speech
3529,You know what metaphor be,Non_hope_speech
3530,ALLIVESMATTER come at me fucker,Non_hope_speech
3531,that would just be ahh pure mean ugh haha,Non_hope_speech
3532,please do not um just do not tell anyone what sexuality they have or like give her few year cause honestly that be just kinda wrong be not it like it be kinda when people say to bisexual people oh,Non_hope_speech
3533,I be laugh too at your precious White racist symbol be tear down and deface,Non_hope_speech
3534,BLM be marxist terrorist group that doesnat care about black people George Floyd be criminal who hold gun to the stomach of pregnant woman and pistol whip her unforgivable,Non_hope_speech
3535,there will be many oppose view post here but I would like to post just fact that should come to everyone as common sense and that be,Non_hope_speech
3536,send them to the ranch,Non_hope_speech
3537,Sunshine littlephilly I do not get it,Non_hope_speech
3538,I could care less my kid life matter and hardly anyone else,Hope_speech
3539,be the th of July the only time that Americans say the date correctly,Non_hope_speech
3540,I wish I have the real name of every MRA troll below so I could be sure never to hire them anywhere for anything They be unfit,Non_hope_speech
3541,apparently not since they be complain about thing that be not legit complaint,Hope_speech
3542,all life matter the COPS just canat trust people sometimes because you never know if they will just say that for excuse and tag you,Non_hope_speech
3543,Kato be take to my daughter about that last night She almost cry She love Ireland and the people,Non_hope_speech
3544,Worenwu who say its hate group,Non_hope_speech
3545,People should realize ita wrong if itas in american horror story,Non_hope_speech
3546,palestinian life matter,Non_hope_speech
3547,Almeida You do not have to think it or believe it,Non_hope_speech
3548,because if these people the left get in POWER we will lose our free speech Ladies gntleman these be just PREVIEWS,Non_hope_speech
3549,andrea raimey I will pray for you that you find the true meaning of CHRIST in your heart and not,Non_hope_speech
3550,George Floyd hold pregnant woman at gunpoint in during home invasion He point the gun at her belly while his friend rob the home that be their martyr,Non_hope_speech
3551,feminist tear be the cause of climate change,Non_hope_speech
3552,I hope she give it up,Non_hope_speech
3553,didnat expect thatt,Non_hope_speech
3554,this be joke,Non_hope_speech
3555,It be not mean to hate everybody,Non_hope_speech
3556,imagine protest on false narrative dPS,Non_hope_speech
3557,what about Hispanics Mexicans Indians latina,Non_hope_speech
3558,he hate Indians,Non_hope_speech
3559,they be marxist,Non_hope_speech
3560,LEGIT be what it should have be call,Non_hope_speech
3561,this be so emotional i be ugly cryin rn,Non_hope_speech
3562,thank god she didnat wear those stupid grill,Non_hope_speech
3563,what help me be simply change my attitude towards math,Non_hope_speech
3564,They donat agree but that doesnat mean they wonat support someone from the community,Non_hope_speech
3565,Annie say they do not agree with homosexuality but like the cuff jean,Non_hope_speech
3566,the coronavirus be go to spread like wildfire now,Non_hope_speech
3567,man it do not protect you from the stress of live in racist society that cause disease and break home cause by the racism,Non_hope_speech
3568,where do BLM donation go to another charity handle that and the large portion of fund go where to fund Democrat party campaign,Non_hope_speech
3569,do anybody remember that little argument the UK have with the Germans think they be little racist at the time and the uk mainly white give their own life to remove them why be this never mention and we jump all the way back to the be there reason or,Non_hope_speech
3570,Donat you hate when you say word canat hurt you but then someone through book at you,Non_hope_speech
3571,Jane Gerrard wow student of the school of life just my type good for you,Non_hope_speech
3572,queen of pop,Non_hope_speech
3573,Juan need to shut up why be he still on Fox Sheriff Clark be awesome,Non_hope_speech
3574,Khalid Ali but when life isnat be treat like it matter,Non_hope_speech
3575,anti white Communist want multicultural society with way of thinking communism,Non_hope_speech
3576,how about all people need to think like this People target Christians as need to follow some high standard no be perfect We be all in this together,Non_hope_speech
3577,It take apple to discover Gravity but live to discover humanity,Non_hope_speech
3578,black live matter be plantation politic,Non_hope_speech
3579,that be not what millennial be but ok,Non_hope_speech
3580,so if only black live matter then live of Chinese,Non_hope_speech
3581,Thorpe I do not agree with people who be against homosexuality and who think it be choice,Non_hope_speech
3582,I doubt that,Non_hope_speech
3583,the interviewer have very punchable face,Non_hope_speech
3584,Your life matter to me lot,Non_hope_speech
3585,hate crime be report as hate crime if the victim feel they be motivate by their race,Non_hope_speech
3586,christian be so broken and damage,Non_hope_speech
3587,BLM be sham,Non_hope_speech
3588,Ctrl Pea thata hard to believe itas not plausible,Non_hope_speech
3589,James with the idk how that make sense if weave all have the same freedom as Americans the past year Itas just to far in time for this to matter itas,Non_hope_speech
3590,the democrats want the black people to continue to feel like victim They will promise anything and never deliver,Non_hope_speech
3591,get job lol that go to anyone I be white and poor,Non_hope_speech
